PKT_POS_PTS ; NB_SAMPLES_PTS ; PKT_POS_SCR; NB_SAMPLES_SCR; RANK 
1012590 ; 386200 ; 1012490 ; 386160 ; 505 
1014560 ; 386960 ; 1014464 ; 386920 ; 506 
1016530 ; 387720 ; 1016434 ; 387680 ; 507 
1018578 ; 388480 ; 1018480 ; 388440 ; 508 
1020592 ; 389240 ; 1020494 ; 389200 ; 509 
1022578 ; 390000 ; 1022482 ; 389960 ; 510 
1024538 ; 390720 ; 1024442 ; 390680 ; 511 
1026572 ; 391520 ; 1026478 ; 391480 ; 512 
1028572 ; 392280 ; 1028402 ; 392240 ; 513 
1030568 ; 393080 ; 1030478 ; 393040 ; 514 
1032618 ; 393880 ; 1032452 ; 393840 ; 515 
1034596 ; 394680 ; 1034506 ; 394640 ; 516 
1036692 ; 395480 ; 1036514 ; 395440 ; 517 
1038658 ; 396160 ; 1038550 ; 396120 ; 518 
1040598 ; 396840 ; 1040496 ; 396800 ; 519 
1042588 ; 397560 ; 1042486 ; 397520 ; 520 
1044658 ; 398320 ; 1044558 ; 398280 ; 521 
1046660 ; 399040 ; 1046486 ; 399000 ; 522 
1048654 ; 399800 ; 1048558 ; 399760 ; 523 
1050618 ; 400560 ; 1050524 ; 400520 ; 524 
1052636 ; 401320 ; 1052542 ; 401280 ; 525 
1054670 ; 402120 ; 1054576 ; 402080 ; 526 
1056678 ; 402880 ; 1056508 ; 402840 ; 527 
1058646 ; 403640 ; 1058550 ; 403600 ; 528 
1060664 ; 404400 ; 1060566 ; 404360 ; 529 
1062740 ; 405160 ; 1062568 ; 405120 ; 530 
1064644 ; 405880 ; 1064548 ; 405840 ; 531 
1066710 ; 406680 ; 1066616 ; 406640 ; 532 
1068726 ; 407440 ; 1068632 ; 407400 ; 533 
1070724 ; 408240 ; 1070632 ; 408200 ; 534 
1072684 ; 409000 ; 1072514 ; 408960 ; 535 
1074746 ; 409840 ; 1074656 ; 409800 ; 536 
1076708 ; 410600 ; 1076538 ; 410560 ; 537 
1078732 ; 411320 ; 1078626 ; 411280 ; 538 
1080752 ; 412040 ; 1080650 ; 412000 ; 539 
1082750 ; 412760 ; 1082646 ; 412720 ; 540 
1084732 ; 413480 ; 1084630 ; 413440 ; 541 
1086762 ; 414200 ; 1086660 ; 414160 ; 542 
1088708 ; 414920 ; 1088608 ; 414880 ; 543 
1090730 ; 415680 ; 1090632 ; 415640 ; 544 
1092706 ; 416400 ; 1092534 ; 416360 ; 545 
1094774 ; 417200 ; 1094680 ; 417160 ; 546 
1096728 ; 417960 ; 1096634 ; 417920 ; 547 
1098750 ; 418720 ; 1098656 ; 418680 ; 548 
1100734 ; 419480 ; 1100634 ; 419440 ; 549 
1102730 ; 420240 ; 1102634 ; 420200 ; 550 
1104790 ; 421000 ; 1104694 ; 420960 ; 551 
1106834 ; 421800 ; 1106736 ; 421760 ; 552 
1108750 ; 422520 ; 1108582 ; 422480 ; 553 
1110826 ; 423360 ; 1110736 ; 423320 ; 554 
1112768 ; 424120 ; 1112602 ; 424080 ; 555 
1114810 ; 424960 ; 1114720 ; 424920 ; 556 
1116818 ; 425760 ; 1116728 ; 425720 ; 557 
1118802 ; 426480 ; 1118698 ; 426440 ; 558 
1120806 ; 427160 ; 1120692 ; 427120 ; 559 
1122856 ; 427840 ; 1122744 ; 427800 ; 560 
1124866 ; 428520 ; 1124758 ; 428480 ; 561 
1126844 ; 429200 ; 1126740 ; 429160 ; 562 
1128952 ; 429920 ; 1128776 ; 429880 ; 563 
1130862 ; 430600 ; 1130758 ; 430560 ; 564 
1132852 ; 431320 ; 1132750 ; 431280 ; 565 
1134906 ; 432080 ; 1134808 ; 432040 ; 566 
1136920 ; 432800 ; 1136746 ; 432760 ; 567 
1138828 ; 433520 ; 1138732 ; 433480 ; 568 
1140842 ; 434280 ; 1140744 ; 434240 ; 569 
1142860 ; 435040 ; 1142762 ; 435000 ; 570 
1144846 ; 435760 ; 1144748 ; 435720 ; 571 
1146844 ; 436520 ; 1146746 ; 436480 ; 572 
1149012 ; 437320 ; 1148838 ; 437280 ; 573 
1150884 ; 438040 ; 1150792 ; 438000 ; 574 
1152918 ; 438840 ; 1152824 ; 438800 ; 575 
1154910 ; 439600 ; 1154818 ; 439560 ; 576 
1156898 ; 440400 ; 1156806 ; 440360 ; 577 
1158678 ; 440960 ; 1158508 ; 440920 ; 577 
1158882 ; 441000 ; 0 ; 440960 ; 577 
