 PKT_POS_SRC,SRC_READ,,,,,,,,,,,PKT_POS_PTS , PKT_POS_SRC,,,,BYTES BEFORE SECT,BYTES AFTER SECT, NB_SAMPLES_PTS , NB_SAMPLES_SCR,FRAMES,REM PCM BYTES,,,,,,,,,,,,,,,,,,,,,
0,0,,,,,,,,,,,0,0,64,64,,,,0,,,,"24,4897959183673",,,,,,,,,,,,,,,,,,,,
123,61329964,,,,,,,,,,,246604,246514,,,,,,100200,100160,,,,,"2,27120181405896",,,,,,,,,,,,,,,,,,
124,61842814,,,,,,,,,,,248686,248596,,,,,,101040,101000,,,,,"2,29024943310658",,,,,,,,,,,,,,,,,,
125,62308821,,,,,,,,,,,250658,250566,,,,,,101800,101760,,,,,"2,30748299319728",,,,,,,,,,,,,,,,,,
126,62798314,,,,,,,,,,,252668,252576,,,,,,102600,102560,,,,,"2,32562358276644",,,,,,,,,,,,,,,,,,
127,63261921,,,,,,,,,,,254752,254572,,,,,,103360,103320,,,,,"2,34285714285714",,,,,,,,,,,,,,,,,,
128,63679071,,,,,,,,,,,256722,256618,,,,,,104040,104000,,,,,"2,35827664399093",,,,,,,,,,,,,,,,,,
129,64096821,,,,,,,,,,,258664,258562,,,,,,104720,104680,,,,,"2,37369614512472",,,,,,,,,,,,,,,,,,
130,64537800,,,,,,,,,,,260656,260554,,,,,,105440,105400,,,,,"2,39002267573696",,,,,,,,,,,,,,,,,,
131,65001878,,,,,,,,,,,262718,262618,,,,,,106200,106160,,,,,"2,40725623582766",,,,,,,,,,,,,,,,,,
132,65420057,,,,,,,,,,,264640,264470,,,,,,106880,106840,,,,,"2,42267573696145",,,,,,,,,,,,,,,,,,
133,65884950,,,,,,,,,,,266664,266566,,,,,,107640,107600,,,,,"2,43990929705215",,,,,,,,,,,,,,,,,,
134,66350657,,,,,,,,,,,268650,268556,,,,,,108400,108360,,,,,"2,45714285714286",,,,,,,,,,,,,,,,,,
135,66815335,,,,,,,,,,,270684,270590,,,,,,109160,109120,,,,,"2,47437641723356",,,,,,,,,,,,,,,,,,
136,67304185,,,,,,,,,,,272738,272644,,,,,,109960,109920,,,,,"2,49251700680272",,,,,,,,,,,,,,,,,,
137,67771093,,,,,,,,,,,274668,274574,,,,,,110720,110680,,,,,"2,50975056689342",,,,,,,,,,,,,,,,,,
138,68236028,,,,,,,,,,,276690,276594,,,,,,111480,111440,,,,,"2,52698412698413",,,,,,,,,,,,,,,,,,
139,68701564,,,,,,,,,,,278684,278586,,,,,,112240,112200,,,,,"2,54421768707483",,,,,,,,,,,,,,,,,,
140,69165343,,,,,,,,,,,280760,280588,,,,,,113000,112960,,,,,"2,56145124716553",,,,,,,,,,,,,,,,,,
141,69631264,,,,,,,,,,,282736,282640,,,,,,113760,113720,,,,,"2,57868480725624",,,,,,,,,,,,,,,,,,
142,70097357,,,,,,,,,,,284704,284610,,,,,,114520,114480,,,,,"2,59591836734694",,,,,,,,,,,,,,,,,,
143,70562550,,,,,,,,,,,286714,286618,,,,,,115280,115240,,,,,"2,61315192743764",,,,,,,,,,,,,,,,,,
144,71052085,,,,,,,,,,,288722,288628,,,,,,116080,116040,,,,,"2,6312925170068",,,,,,,,,,,,,,,,,,
145,71541107,,,,,,,,,,,290768,290678,,,,,,116880,116840,,,,,"2,64943310657596",,,,,,,,,,,,,,,,,,
146,72031414,,,,,,,,,,,292754,292664,,,,,,117680,117640,,,,,"2,66757369614512",,,,,,,,,,,,,,,,,,
147,72496564,,,,,,,,,,,294766,294664,,,,,,118440,118400,,,,,"2,68480725623583",,,,,,,,,,,,,,,,,,
148,72912214,,,,,,,,,,,296806,296618,,,,,,119120,119080,,,,,"2,70022675736961",,,,,,,,,,,,,,,,,,
149,73327950,,,,,,,,,,,298828,298716,,,,,,119800,119760,,,,,"2,7156462585034",,,,,,,,,,,,,,,,,,
150,73721228,,,,,,,,,,,300764,300648,,,,,,120440,120400,,,,,"2,73015873015873",,,,,,,,,,,,,,,,,,
