1;766521
2;1550357
3;2334021
4;3117814
5;3925435
6;4709143
7;5492635
8;6276814
9;7060564
10;7844614
11;8651935
12;9435814
13;10219393
14;11003057
15;11786721
16;12570428
17;13353921
18;14137457
19;14897593
20;15607585
21;16144135
22;16560600
23;16979164
24;17419157
25;17859793
26;18301028
27;18740293
28;19158300
29;19599021
30;20040000
31;20480507
32;20897185
33;21337221
34;21777471
35;22195093
36;22635428
37;23074307
38;23492485
39;23932778
40;24373500
41;24813878
42;25230771
43;25648350
44;26087357
45;26504635
46;26921914
47;27362378
48;27800957
49;28219435
50;28659814
51;29100750
52;29541643
53;29958578
54;30399514
55;30863121
56;31304185
57;31743664
58;32162614
59;32603550
60;33067500
61;33507835
62;33949285
63;34390478
64;34831928
65;35269735
66;35663485
67;36079778
68;36496285
69;36912964
70;37330071
71;37770535
72;38210528
73;38627421
74;39068400
75;39532564
76;39974357
77;40413921
78;40855414
79;41319835
80;41762228
81;42203507
82;42691500
83;43155750
84;43622185
85;44088278
86;44527071
87;44921935
88;45361843
89;45802050
90;46242943
91;46683793
92;47101628
93;47566178
94;48031200
95;48472435
96;48938143
97;49426221
98;49867071
99;50309550
100;50774871
101;51239464
102;51729900
103;52218707
104;52708671
105;53196621
106;53663357
107;54080378
108;54497657
109;54937007
110;55375671
111;55794064
112;56235814
113;56700193
114;57141257
115;57606750
116;58072843
117;58537435
118;59002928
119;59468035
120;59909528
121;60397607
122;60864214
123;61329964
124;61842814
125;62308821
126;62798314
127;63261921
128;63679071
129;64096821
130;64537800
131;65001878
132;65420057
133;65884950
134;66350657
135;66815335
136;67304185
137;67771093
138;68236028
139;68701564
140;69165343
141;69631264
142;70097357
143;70562550
144;71052085
145;71541107
146;72031414
147;72496564
148;72912214
149;73327950
150;73721228
151;74137907
152;74578200
153;75018493
154;75458057
155;75899978
156;76341857
157;76806621
158;77247728
159;77712064
160;78154328
161;78618235
162;79083943
163;79550164
164;80015443
165;80504721
166;80969871
167;81436393
168;81900900
169;82340678
170;82756885
171;83174764
172;83615785
173;84079693
174;84519985
175;84962593
176;85427743
177;85893493
178;86357957
179;86847021
180;87289285
181;87777278
182;88242900
183;88684907
184;89174743
185;89663035
186;90153643
187;90642621
188;91109400
189;91525907
190;91966071
191;92405421
192;92847343
193;93312235
194;93776228
195;94219907
196;94709271
197;95174850
198;95664471
199;96152335
200;96595457
201;97060735
202;97524814
203;97990907
204;98480357
205;98946235
206;99458871
207;99925221
208;100415485
209;100878150
210;101295600
211;101713650
212;102154500
213;102618407
214;103036157
215;103500964
216;103966157
217;104430493
218;104896543
219;105385521
220;105828000
221;106315864
222;106780114
223;107223450
224;107689457
225;108177235
226;108644657
227;109156307
228;109647557
229;110113350
230;110529600
231;110945550
232;111361328
233;111778093
234;112195157
235;112635664
236;113076985
237;113517107
238;113982171
239;114447364
240;114888600
241;115354050
242;115819585
243;116283407
244;116749157
245;117215207
246;117680228
247;118169978
248;118635900
249;119148964
250;119590200
251;120007178
252;120447128
253;120864793
254;121305771
255;121767621
256;122186400
257;122650778
258;123093343
259;123556864
260;124022485
261;124488107
262;124929728
263;125395178
264;125860714
265;126324921
266;126790843
267;127278878
268;127769443
269;128258121
270;128725757
