0;105
1;6228
2;12595
3;18717
4;25003
5;31126
6;37411
7;43534
8;49575
9;53738
10;55942
11;57983
12;60187
13;62391
14;64513
15;66554
16;68677
17;70799
18;72921
19;75044
20;77085
21;79207
22;81330
23;83370
24;85493
25;87534
26;89493
27;91697
28;93819
29;96024
30;98064
31;100268
32;102391
33;104513
34;106636
35;108758
36;110881
37;113085
38;115126
39;117330
40;119370
41;121411
42;123452
43;125575
44;127615
45;129738
46;131860
47;134064
48;136187
49;138309
50;140513
51;142717
52;144921
53;147207
54;149248
55;151289
56;153330
57;155452
58;157656
59;159779
60;162064
61;164350
62;166554
63;168758
64;170962
65;173411
66;175779
67;178146
68;180350
69;182472
70;184595
71;186717
72;188840
73;191044
74;193248
75;195534
76;197738
77;199860
78;202146
79;204432
80;206636
81;209003
82;211126
83;213248
84;215370
85;217575
86;219697
87;221983
88;224187
89;226554
90;228758
91;231044
92;233330
93;235615
94;237901
95;240187
96;242472
97;244513
98;246472
99;248432
100;250554
101;252677
102;254881
103;257003
104;259126
105;261330
106;263534
107;265738
108;268105
109;270309
110;272677
111;274717
112;276758
113;278962
114;281085
115;283207
116;285411
117;287697
118;289901
119;292187
120;294391
121;296758
122;299044
123;301411
124;303697
125;305819
126;308024
127;310146
128;312350
129;314717
130;316921
131;319289
132;321493
133;323697
134;325901
135;328268
136;330636
137;333166
138;335452
139;337575
140;339697
141;341738
142;343942
143;346228
144;348513
145;350881
146;353166
147;355452
148;357656
149;360024
150;362391
151;364840
152;367207
153;369248
154;371207
155;373248
156;375370
157;377575
158;379779
159;381901
160;384105
161;386309
162;388432
163;390717
164;393085
165;395534
166;397819
167;399942
168;402064
169;404105
170;406228
171;408432
172;410636
173;412840
174;415126
175;417411
176;419697
177;421901
178;424187
179;426554
180;428921
181;430962
182;433085
183;435207
184;437330
185;439534
186;441738
187;444024
188;446228
189;448513
190;450717
191;452921
192;455289
193;457656
194;460024
195;462309
196;464432
197;466472
198;468677
199;470962
200;473248
201;475615
202;477901
203;480105
204;482309
205;484677
206;486962
207;489411
208;491697
209;493819
210;495860
211;497819
212;499942
213;501983
214;504105
215;506309
216;508432
217;510554
218;512840
219;515044
220;517248
221;519615
222;521901
223;524187
224;526228
225;528350
226;530472
227;532677
228;534799
229;537085
230;539289
231;541656
232;543860
233;546064
234;548432
235;550717
236;553085
237;555452
238;557575
239;559697
240;561819
241;564024
242;566228
243;568677
244;570962
245;573330
246;575452
247;577901
248;580268
249;582717
250;585330
251;587534
252;589656
253;591697
254;593819
255;596024
256;598309
257;600432
258;602799
259;605003
260;607289
261;609575
262;611942
263;614309
264;616840
265;618962
266;621003
267;623044
268;625085
269;627207
270;629330
271;631452
272;633656
273;635860
274;638146
275;640350
276;642636
277;645085
278;647452
279;649656
280;651779
281;653901
282;656024
283;658146
284;660268
285;662636
286;664921
287;667126
288;669330
289;671615
290;673901
291;676268
292;678554
293;680921
294;682962
295;685085
296;687207
297;689411
298;691697
299;693819
300;696105
301;698391
