PKT_POS_PTS ; NB_SAMPLES_PTS ; PKT_POS_SRC; NB_SAMPLES_SRC; RANK 
483271 ; 164480 ; 483048 ; 164440 ; 241 
485189 ; 165040 ; 485052 ; 165000 ; 242 
487257 ; 165640 ; 487128 ; 165600 ; 243 
489211 ; 166200 ; 489092 ; 166160 ; 244 
491257 ; 166800 ; 491130 ; 166760 ; 245 
493225 ; 167360 ; 493014 ; 167320 ; 246 
495227 ; 167960 ; 495100 ; 167920 ; 247 
497335 ; 168600 ; 497204 ; 168560 ; 248 
499241 ; 169200 ; 499122 ; 169160 ; 249 
501229 ; 169840 ; 501124 ; 169800 ; 250 
503259 ; 170480 ; 503144 ; 170440 ; 251 
505295 ; 171160 ; 505174 ; 171120 ; 252 
507325 ; 171800 ; 507204 ; 171760 ; 253 
509265 ; 172440 ; 509166 ; 172400 ; 254 
511329 ; 173080 ; 511202 ; 173040 ; 255 
513353 ; 173720 ; 513244 ; 173680 ; 256 
515309 ; 174360 ; 515206 ; 174320 ; 257 
517337 ; 175000 ; 517208 ; 174960 ; 258 
519375 ; 175640 ; 519260 ; 175600 ; 259 
521309 ; 176280 ; 521208 ; 176240 ; 260 
523369 ; 176960 ; 523256 ; 176920 ; 261 
525479 ; 177680 ; 525286 ; 177640 ; 262 
527405 ; 178320 ; 527214 ; 178280 ; 263 
529381 ; 179000 ; 529276 ; 178960 ; 264 
531327 ; 179640 ; 531210 ; 179600 ; 265 
533381 ; 180240 ; 533172 ; 180200 ; 266 
535433 ; 180840 ; 535298 ; 180800 ; 267 
537359 ; 181360 ; 537218 ; 181320 ; 268 
539415 ; 181920 ; 539274 ; 181880 ; 269 
541463 ; 182480 ; 541246 ; 182440 ; 270 
543399 ; 183040 ; 543270 ; 183000 ; 271 
545413 ; 183600 ; 545280 ; 183560 ; 272 
547399 ; 184200 ; 547282 ; 184160 ; 273 
549455 ; 184840 ; 549332 ; 184800 ; 274 
551355 ; 185400 ; 551150 ; 185360 ; 275 
553503 ; 186040 ; 553294 ; 186000 ; 276 
555453 ; 186640 ; 555326 ; 186600 ; 277 
557449 ; 187240 ; 557328 ; 187200 ; 278 
559469 ; 187840 ; 559340 ; 187800 ; 279 
561437 ; 188440 ; 561316 ; 188400 ; 280 
563403 ; 189040 ; 563284 ; 189000 ; 281 
565489 ; 189680 ; 565366 ; 189640 ; 282 
567483 ; 190280 ; 567356 ; 190240 ; 283 
569417 ; 190880 ; 569294 ; 190840 ; 284 
571439 ; 191520 ; 571246 ; 191480 ; 285 
