sector;SCR read;SCR_int;SCR_ext;;;;;;;Byte offset rec;PKT_POS_PTS ; NB_SAMPLES_PTS ; PKT_POS_SCR; NB_SAMPLES_SCR;;;;;;;2;16;44100
227;159754050;532513;150;532515,795918367;2,79591836733744;34;;;;455114;455148;260960;455082;260920;;;;;;;;;
228;160390114;534633;214;534638,244897959;5,24489795917179;59;;;;457119;457178;262000;457110;261960;;;;;;;;;
229;161076450;536921;150;536923,959183673;2,95918367349077;34;;;;459124;459158;263120;459094;263080;;;;;;;;;
230;161738228;539127;128;539128,040816327;1,04081632650923;7;;;;461129;461136;264200;461006;264160;;;;;;;;;
231;162447964;541493;64;541495,387755102;2,38775510201231;38;;;;463134;463172;265360;463104;265320;;;;;;;;;
232;163109828;543699;128;543699,469387755;0,469387755030766;7;;;;465139;465146;266440;465082;266400;;;;;;;;;
233;163770407;545901;107;545903,551020408;2,55102040816564;36;;;;467144;467180;267520;467118;267480;;;;;;;;;
234;164480528;548268;128;548270,897959184;2,89795918366872;35;;;;469149;469184;268680;469128;268640;;;;;;;;;
235;165166650;550555;150;550556,612244898;1,61224489798769;20;;;;471154;471174;269800;471116;269760;;;;;;;;;
236;165876385;552921;85;552923,959183674;2,95918367349077;37;;;;473159;473196;270960;473070;270920;;;;;;;;;
237;166586678;555288;278;555291,306122449;3,30612244899385;28;;;;475164;475192;272120;475124;272080;;;;;;;;;
238;167223214;557410;214;557413,755102041;3,75510204082821;45;;;;477169;477214;273160;477146;273120;;;;;;;;;
239;167858764;559529;64;559536,204081633;7,20408163266256;94;;;;479174;479268;274200;479126;274160;;;;;;;;;
240;168496585;561655;85;561658,653061224;3,65306122449692;51;;;;481179;481230;275240;481164;275200;;;;;;;;;
241;169158150;563860;150;563862,734693878;2,73469387751538;34;;;;483184;483218;276320;483154;276280;;;;;;;;;
242;169819800;566066;0;566066,816326531;0,816326530650258;13;;;;485189;485202;277400;485066;277360;;;;;;;;;
243;170553793;568512;193;568515,795918367;3,79591836733744;46;;;;487194;487240;278600;487178;278560;;;;;;;;;
244;171239571;570798;171;570801,510204082;3,51020408165641;47;;;;489199;489246;279720;489184;279680;;;;;;;;;
245;171949393;573164;193;573168,857142857;4,85714285715949;60;;;;491204;491264;280880;491198;280840;;;;;;;;;
246;172586614;575288;214;575291,306122449;3,30612244899385;31;;;;493209;493240;281920;493104;281880;;;;;;;;;
247;173320907;577736;107;577740,285714286;4,28571428579744;50;;;;495214;495264;283120;495210;283080;;;;;;;;;
248;174031885;580106;85;580107,632653061;1,6326530611841;23;;;;497219;497242;284280;497178;284240;;;;;;;;;
249;174766478;582554;278;582556,612244898;2,61224489798769;28;;;;499224;499252;285480;499200;285440;;;;;;;;;
250;175548000;585160;0;585168,857142857;8,85714285715949;125;;;;501229;501354;286760;501226;286720;;;;;;;;;
251;176211450;587371;150;587372,93877551;1,93877551017795;20;;;;503234;503254;287840;503180;287800;;;;;;;;;
252;176847685;589492;85;589495,387755102;3,38775510201231;51;;;;505239;505290;288880;505220;288840;;;;;;;;;
253;177460735;591535;235;591536,204081633;1,20408163266256;2;;;;507244;507246;289880;507178;289840;;;;;;;;;
254;178097271;593657;171;593658,653061225;1,65306122449692;19;;;;509249;509268;290920;509134;290880;;;;;;;;;
255;178757978;595859;278;595862,734693878;3,7346938776318;42;;;;511254;511296;292000;511230;291960;;;;;;;;;
256;179443757;598145;257;598148,448979592;3,44897959183436;43;;;;513259;513302;293120;513244;293080;;;;;;;;;
257;180080935;600269;235;600270,897959184;1,89795918366872;16;;;;515264;515280;294160;515138;294120;;;;;;;;;
258;180790928;602636;128;602638,244897959;2,24489795917179;21;;;;517269;517290;295320;517224;295280;;;;;;;;;
259;181451935;604839;235;604842,326530612;3,32653061219025;30;;;;519274;519304;296400;519170;296360;;;;;;;;;
260;182137714;607125;214;607128,040816327;3,04081632650923;31;;;;521279;521310;297520;521242;297480;;;;;;;;;
261;182821993;609406;193;609413,755102041;7,75510204082821;102;;;;523284;523386;298640;523256;298600;;;;;;;;;
262;183533657;611778;257;611781,102040816;3,10204081633128;29;;;;525289;525318;299800;525256;299760;;;;;;;;;
263;184244464;614148;64;614148,448979592;0,448979591834359;10;;;;527294;527304;300960;527246;300920;;;;;;;;;
264;185001257;616670;257;616679,06122449;9,06122448982205;113;;;;529299;529412;302200;529284;302160;;;;;;;;;
265;185640493;618801;193;618801,510204082;0,510204081656411;4;;;;531304;531308;303240;531240;303200;;;;;;;;;
266;186252514;620841;214;620842,326530612;1,32653061230667;3;;;;533309;533312;304240;533240;304200;;;;;;;;;
267;186864493;622881;193;622883,142857143;2,14285714284051;18;;;;535314;535332;305240;535262;305200;;;;;;;;;
268;187477028;624923;128;624923,959183673;0,959183673374355;7;;;;537319;537326;306240;537256;306200;;;;;;;;;
269;188113435;627044;235;627046,408163265;2,40816326532513;30;;;;539324;539354;307280;539286;307240;;;;;;;;;
270;188749243;629164;43;629168,857142857;4,85714285715949;67;;;;541329;541396;308320;541324;308280;;;;;;;;;
271;189386421;631288;21;631291,306122449;3,30612244899385;40;;;;543334;543374;309360;543306;309320;;;;;;;;;
272;190048157;633493;257;633495,387755102;2,38775510201231;29;;;;545339;545368;310440;545298;310400;;;;;;;;;
273;190709293;635697;193;635699,469387755;2,46938775514718;32;;;;547344;547376;311520;547238;311480;;;;;;;;;
274;191394471;637981;171;637985,183673469;4,18367346946616;47;;;;549349;549396;312640;549326;312600;;;;;;;;;
275;192056635;640188;235;640189,265306122;1,2653061223682;2;;;;551354;551356;313720;551292;313680;;;;;;;;;
276;192741214;642470;214;642474,979591837;4,97959183668718;59;;;;553359;553418;314840;553352;314800;;;;;;;;;
277;193474864;644916;64;644923,959183674;7,95918367349077;108;;;;555364;555472;316040;555338;316000;;;;;;;;;
278;194186057;647286;257;647291,306122449;5,30612244899385;57;;;;557369;557426;317200;557364;317160;;;;;;;;;
279;194848221;649494;21;649495,387755102;1,38775510212872;26;;;;559374;559400;318280;559262;318240;;;;;;;;;
280;195484071;651613;171;651617,836734694;4,83673469384667;61;;;;561379;561440;319320;561374;319280;;;;;;;;;
281;196121035;653736;235;653740,285714286;4,28571428568102;44;;;;563384;563428;320360;563362;320320;;;;;;;;;
282;196758514;655861;214;655862,734693878;1,73469387751538;17;;;;565389;565406;321400;565338;321360;;;;;;;;;
283;197394107;657980;107;657985,183673469;5,18367346946616;64;;;;567394;567458;322440;567320;322400;;;;;;;;;
284;198032357;660107;257;660107,632653061;0,632653061300516;1;;;;569399;569400;323480;569334;323440;;;;;;;;;
285;198742050;662473;150;662474,979591837;1,97959183668718;20;;;;571404;571424;324640;571364;324600;;;;;;;;;
286;199426928;664756;128;664760,693877551;4,69387755100615;63;;;;573409;573472;325760;573404;325720;;;;;;;;;
287;200089178;666963;278;666964,775510204;1,77551020402461;14;;;;575414;575428;326840;575362;326800;;;;;;;;;
288;200750357;669167;257;669168,857142857;1,85714285715949;15;;;;577419;577434;327920;577300;327880;;;;;;;;;
289;201435321;671451;21;671454,571428572;3,57142857147846;54;;;;579424;579478;329040;579416;329000;;;;;;;;;
290;202120457;673734;257;673740,285714286;6,28571428568102;71;;;;581429;581500;330160;581366;330120;;;;;;;;;
291;202831178;676103;278;676107,632653061;4,6326530611841;56;;;;583434;583490;331320;583426;331280;;;;;;;;;
292;203517128;678390;128;678393,346938775;3,34693877550308;35;;;;585439;585474;332440;585350;332400;;;;;;;;;
293;204227764;680759;64;680760,693877551;1,69387755100615;24;;;;587444;587468;333600;587404;333560;;;;;;;;;
294;204840557;682801;257;682801,510204082;0,510204081656411;1;;;;589449;589450;334600;589382;334560;;;;;;;;;
295;205475764;684919;64;684923,959183674;4,95918367349077;66;;;;591454;591520;335640;591378;335600;;;;;;;;;
296;206113071;687043;171;687046,408163265;3,40816326532513;47;;;;593459;593506;336680;593438;336640;;;;;;;;;
297;206774678;689248;278;689250,489795918;2,48979591834359;28;;;;595464;595492;337760;595424;337720;;;;;;;;;
298;207457928;691526;128;691536,204081633;10,2040816326626;133;;;;597469;597602;338880;597468;338840;;;;;;;;;
299;208097207;693657;107;693658,653061225;1,65306122449692;22;;;;599474;599496;339920;599434;339880;;;;;;;;;
300;208783414;695944;214;695944,367346939;0,367346938815899;3;;;;601479;601482;341040;601420;341000;;;;;;;;;
301;209467993;698226;193;698230,081632653;4,08163265313488;46;;;;603484;603530;342160;603466;342120;;;;;;;;;
;;;;;;;;;;605489;604456;342680;604388;342640;;;;;;;;;
;;;;;;;;;;;604588;342720;0;342680;;;;;;;;;
