PKT_POS_PTS ; NB_SAMPLES_PTS ; PKT_POS_SCR; NB_SAMPLES_SCR; RANK 
1158950 ; 561920 ; 1158784 ; 561880 ; 578 
1160894 ; 562720 ; 1160730 ; 562680 ; 579 
1163000 ; 563680 ; 1162838 ; 563640 ; 580 
1165104 ; 564560 ; 1164780 ; 564520 ; 581 
1167026 ; 565440 ; 1166872 ; 565400 ; 582 
1168916 ; 566320 ; 1168758 ; 566280 ; 583 
1170972 ; 567200 ; 1170818 ; 567160 ; 584 
1172978 ; 568160 ; 1172828 ; 568120 ; 585 
1174992 ; 569040 ; 1174668 ; 569000 ; 586 
1176980 ; 570000 ; 1176830 ; 569960 ; 587 
1179104 ; 570960 ; 1178782 ; 570920 ; 588 
1181070 ; 571920 ; 1180920 ; 571880 ; 589 
1183160 ; 572880 ; 1182842 ; 572840 ; 590 
1184948 ; 573760 ; 1184804 ; 573720 ; 591 
1187126 ; 574800 ; 1186810 ; 574760 ; 592 
1189010 ; 575760 ; 1188868 ; 575720 ; 593 
1191060 ; 576720 ; 1190756 ; 576680 ; 594 
1192980 ; 577680 ; 1192834 ; 577640 ; 595 
1195084 ; 578640 ; 1194766 ; 578600 ; 596 
1197084 ; 579600 ; 1196930 ; 579560 ; 597 
1199220 ; 580560 ; 1198906 ; 580520 ; 598 
1201014 ; 581440 ; 1200866 ; 581400 ; 599 
1203300 ; 582480 ; 1202978 ; 582440 ; 600 
1205050 ; 583360 ; 1204906 ; 583320 ; 601 
1207264 ; 584400 ; 1206958 ; 584360 ; 602 
1209004 ; 585280 ; 1208866 ; 585240 ; 603 
1211174 ; 586320 ; 1210866 ; 586280 ; 604 
1213110 ; 587360 ; 1212972 ; 587320 ; 605 
1215106 ; 588320 ; 1214972 ; 588280 ; 606 
1217044 ; 589360 ; 1216908 ; 589320 ; 607 
1219022 ; 590320 ; 1218884 ; 590280 ; 608 
1221280 ; 591440 ; 1220972 ; 591400 ; 609 
1223124 ; 592400 ; 1222980 ; 592360 ; 610 
1225206 ; 593280 ; 1225034 ; 593240 ; 611 
1227128 ; 594000 ; 1226798 ; 593960 ; 612 
1229178 ; 594880 ; 1229012 ; 594840 ; 613 
1231188 ; 595760 ; 1231018 ; 595720 ; 614 
1233128 ; 596560 ; 1232792 ; 596520 ; 615 
1235074 ; 597440 ; 1234916 ; 597400 ; 616 
1237098 ; 598400 ; 1236946 ; 598360 ; 617 
1239100 ; 599280 ; 1238952 ; 599240 ; 618 
1241104 ; 600240 ; 1240954 ; 600200 ; 619 
1243222 ; 601200 ; 1243076 ; 601160 ; 620 
1245156 ; 602160 ; 1245014 ; 602120 ; 621 
1247100 ; 603040 ; 1246952 ; 603000 ; 622 
1249128 ; 604080 ; 1248984 ; 604040 ; 623 
1251190 ; 605040 ; 1251052 ; 605000 ; 624 
1253192 ; 606080 ; 1253054 ; 606040 ; 625 
1255114 ; 606960 ; 1254972 ; 606920 ; 626 
1257146 ; 608000 ; 1256998 ; 607960 ; 627 
1259180 ; 608960 ; 1259036 ; 608920 ; 628 
1261396 ; 610000 ; 1261084 ; 609960 ; 629 
1263154 ; 610880 ; 1263012 ; 610840 ; 630 
1265428 ; 611920 ; 1265112 ; 611880 ; 631 
1267216 ; 612800 ; 1267072 ; 612760 ; 632 
1269146 ; 613760 ; 1269004 ; 613720 ; 633 
1271204 ; 614720 ; 1271070 ; 614680 ; 634 
1273406 ; 615760 ; 1273094 ; 615720 ; 635 
1275286 ; 616720 ; 1275148 ; 616680 ; 636 
1277312 ; 617680 ; 1277006 ; 617640 ; 637 
1279302 ; 618720 ; 1279164 ; 618680 ; 638 
1281194 ; 619600 ; 1280880 ; 619560 ; 639 
1283300 ; 620720 ; 1283166 ; 620680 ; 640 
1285278 ; 621680 ; 1285140 ; 621640 ; 641 
1287230 ; 622720 ; 1287098 ; 622680 ; 642 
1289214 ; 623680 ; 1289076 ; 623640 ; 643 
1291334 ; 624720 ; 1291030 ; 624680 ; 644 
1293318 ; 625760 ; 1293174 ; 625720 ; 645 
1295214 ; 626560 ; 1295040 ; 626520 ; 646 
1297254 ; 627360 ; 1297076 ; 627320 ; 647 
1299282 ; 628240 ; 1299104 ; 628200 ; 648 
1301332 ; 629120 ; 1301164 ; 629080 ; 649 
1303332 ; 629920 ; 1303160 ; 629880 ; 650 
1305314 ; 630800 ; 1305156 ; 630760 ; 651 
1307298 ; 631680 ; 1307130 ; 631640 ; 652 
1309406 ; 632560 ; 1309244 ; 632520 ; 653 
1311306 ; 633440 ; 1311138 ; 633400 ; 654 
1313368 ; 634320 ; 1313048 ; 634280 ; 655 
1315392 ; 635280 ; 1315242 ; 635240 ; 656 
1317536 ; 636240 ; 1317212 ; 636200 ; 657 
1319340 ; 637120 ; 1319192 ; 637080 ; 658 
1321320 ; 638080 ; 1321172 ; 638040 ; 659 
1323286 ; 638960 ; 1323136 ; 638920 ; 660 
1325346 ; 640000 ; 1325198 ; 639960 ; 661 
1327412 ; 640960 ; 1327270 ; 640920 ; 662 
1329302 ; 641920 ; 1329160 ; 641880 ; 663 
1331362 ; 642880 ; 1331212 ; 642840 ; 664 
1333582 ; 643920 ; 1333268 ; 643880 ; 665 
1335356 ; 644800 ; 1335208 ; 644760 ; 666 
1337612 ; 645840 ; 1337304 ; 645800 ; 667 
1339430 ; 646720 ; 1339284 ; 646680 ; 668 
1341374 ; 647680 ; 1341236 ; 647640 ; 669 
1343336 ; 648560 ; 1343200 ; 648520 ; 670 
1345370 ; 649600 ; 1345226 ; 649560 ; 671 
1347436 ; 650560 ; 1347300 ; 650520 ; 672 
1349626 ; 651600 ; 1349318 ; 651560 ; 673 
1351486 ; 652560 ; 1351340 ; 652520 ; 674 
1353496 ; 653520 ; 1353188 ; 653480 ; 675 
1355464 ; 654560 ; 1355330 ; 654520 ; 676 
1357442 ; 655520 ; 1357308 ; 655480 ; 677 
1359508 ; 656640 ; 1359366 ; 656600 ; 678 
1361454 ; 657600 ; 1361318 ; 657560 ; 679 
1363546 ; 658640 ; 1363230 ; 658600 ; 680 
1365534 ; 659520 ; 1365368 ; 659480 ; 681 
1367492 ; 660400 ; 1367330 ; 660360 ; 682 
1369646 ; 661200 ; 1369306 ; 661160 ; 683 
1371430 ; 661920 ; 1371252 ; 661880 ; 684 
1373562 ; 662800 ; 1373382 ; 662760 ; 685 
1375564 ; 663600 ; 1375392 ; 663560 ; 686 
1377654 ; 664400 ; 1377316 ; 664360 ; 687 
1379516 ; 665200 ; 1379348 ; 665160 ; 688 
1381576 ; 666080 ; 1381400 ; 666040 ; 689 
1383704 ; 666960 ; 1383374 ; 666920 ; 690 
1385594 ; 667760 ; 1385426 ; 667720 ; 691 
1387562 ; 668640 ; 1387396 ; 668600 ; 692 
1389638 ; 669520 ; 1389314 ; 669480 ; 693 
1391504 ; 670400 ; 1391346 ; 670360 ; 694 
1393510 ; 671360 ; 1393358 ; 671320 ; 695 
1395516 ; 672240 ; 1395368 ; 672200 ; 696 
1397498 ; 673200 ; 1397346 ; 673160 ; 697 
1399610 ; 674160 ; 1399466 ; 674120 ; 698 
1401554 ; 675120 ; 1401408 ; 675080 ; 699 
1403542 ; 676000 ; 1403388 ; 675960 ; 700 
1405622 ; 677040 ; 1405480 ; 677000 ; 701 
1407600 ; 677920 ; 1407446 ; 677880 ; 702 
1409552 ; 678880 ; 1409402 ; 678840 ; 703 
1411640 ; 679840 ; 1411490 ; 679800 ; 704 
1413558 ; 680800 ; 1413414 ; 680760 ; 705 
1415634 ; 681760 ; 1415486 ; 681720 ; 706 
1417524 ; 682720 ; 1417374 ; 682680 ; 707 
1419558 ; 683680 ; 1419418 ; 683640 ; 708 
1421554 ; 684720 ; 1421416 ; 684680 ; 709 
1423588 ; 685680 ; 1423446 ; 685640 ; 710 
1425584 ; 686720 ; 1425448 ; 686680 ; 711 
1427624 ; 687680 ; 1427482 ; 687640 ; 712 
1429744 ; 688720 ; 1429440 ; 688680 ; 713 
1431560 ; 689680 ; 1431426 ; 689640 ; 714 
1433678 ; 690720 ; 1433538 ; 690680 ; 715 
1435626 ; 691760 ; 1435490 ; 691720 ; 716 
1437688 ; 692720 ; 1437526 ; 692680 ; 717 
1439594 ; 693520 ; 1439414 ; 693480 ; 718 
1441740 ; 694400 ; 1441568 ; 694360 ; 719 
1443750 ; 695200 ; 1443574 ; 695160 ; 720 
1445596 ; 696000 ; 1445422 ; 695960 ; 721 
1447750 ; 696960 ; 1447588 ; 696920 ; 722 
1449712 ; 697760 ; 1449546 ; 697720 ; 723 
1451642 ; 698640 ; 1451480 ; 698600 ; 724 
1453876 ; 699600 ; 1453552 ; 699560 ; 725 
1455644 ; 700400 ; 1455484 ; 700360 ; 726 
1457660 ; 701360 ; 1457512 ; 701320 ; 727 
1459672 ; 702240 ; 1459524 ; 702200 ; 728 
1461660 ; 703200 ; 1461508 ; 703160 ; 729 
1463662 ; 704080 ; 1463340 ; 704040 ; 730 
1465638 ; 705040 ; 1465490 ; 705000 ; 731 
1467780 ; 706000 ; 1467462 ; 705960 ; 732 
1469748 ; 706960 ; 1469600 ; 706920 ; 733 
1471848 ; 707920 ; 1471534 ; 707880 ; 734 
1473742 ; 708880 ; 1473606 ; 708840 ; 735 
1475808 ; 709840 ; 1475494 ; 709800 ; 736 
1477750 ; 710800 ; 1477606 ; 710760 ; 737 
1479836 ; 711760 ; 1479528 ; 711720 ; 738 
1481780 ; 712720 ; 1481634 ; 712680 ; 739 
1483906 ; 713680 ; 1483586 ; 713640 ; 740 
1485710 ; 714560 ; 1485562 ; 714520 ; 741 
1487954 ; 715600 ; 1487636 ; 715560 ; 742 
1489742 ; 716480 ; 1489592 ; 716440 ; 743 
1491934 ; 717520 ; 1491622 ; 717480 ; 744 
1493834 ; 718480 ; 1493692 ; 718440 ; 745 
1495854 ; 719440 ; 1495542 ; 719400 ; 746 
1497800 ; 720480 ; 1497662 ; 720440 ; 747 
1499776 ; 721440 ; 1499634 ; 721400 ; 748 
1501846 ; 722560 ; 1501706 ; 722520 ; 749 
1503820 ; 723520 ; 1503684 ; 723480 ; 750 
1505924 ; 724560 ; 1505622 ; 724520 ; 751 
1507756 ; 725520 ; 1507618 ; 725480 ; 752 
1509964 ; 726480 ; 1509620 ; 726440 ; 753 
1511828 ; 727200 ; 1511628 ; 727160 ; 754 
1513938 ; 728000 ; 1513736 ; 727960 ; 755 
1515850 ; 728800 ; 1515680 ; 728760 ; 756 
1518060 ; 729680 ; 1517730 ; 729640 ; 757 
1519804 ; 730480 ; 1519640 ; 730440 ; 758 
1521876 ; 731440 ; 1521722 ; 731400 ; 759 
1523922 ; 732320 ; 1523762 ; 732280 ; 760 
1525928 ; 733280 ; 1525774 ; 733240 ; 761 
1527924 ; 734160 ; 1527606 ; 734120 ; 762 
1529888 ; 735120 ; 1529738 ; 735080 ; 763 
1532036 ; 736080 ; 1531714 ; 736040 ; 764 
1533846 ; 736960 ; 1533698 ; 736920 ; 765 
1536080 ; 738000 ; 1535760 ; 737960 ; 766 
1537860 ; 738880 ; 1537714 ; 738840 ; 767 
1540058 ; 739920 ; 1539744 ; 739880 ; 768 
1541962 ; 740880 ; 1541822 ; 740840 ; 769 
1544014 ; 741840 ; 1543698 ; 741800 ; 770 
1545918 ; 742800 ; 1545778 ; 742760 ; 771 
1547964 ; 743760 ; 1547658 ; 743720 ; 772 
1549866 ; 744720 ; 1549714 ; 744680 ; 773 
1551978 ; 745680 ; 1551668 ; 745640 ; 774 
1553932 ; 746640 ; 1553780 ; 746600 ; 775 
1556040 ; 747600 ; 1555724 ; 747560 ; 776 
1557868 ; 748480 ; 1557724 ; 748440 ; 777 
1560106 ; 749520 ; 1559794 ; 749480 ; 778 
1561888 ; 750400 ; 1561740 ; 750360 ; 779 
1564068 ; 751440 ; 1563762 ; 751400 ; 780 
1565922 ; 752400 ; 1565782 ; 752360 ; 781 
1567954 ; 753360 ; 1567644 ; 753320 ; 782 
1569976 ; 754400 ; 1569838 ; 754360 ; 783 
1571960 ; 755360 ; 1571820 ; 755320 ; 784 
1574036 ; 756480 ; 1573894 ; 756440 ; 785 
1576020 ; 757440 ; 1575882 ; 757400 ; 786 
1578166 ; 758480 ; 1577858 ; 758440 ; 787 
1579974 ; 759440 ; 1579842 ; 759400 ; 788 
1582070 ; 760400 ; 1581744 ; 760360 ; 789 
1584042 ; 761280 ; 1583878 ; 761240 ; 790 
1586032 ; 762160 ; 1585862 ; 762120 ; 791 
1588012 ; 762960 ; 1587688 ; 762920 ; 792 
1590100 ; 763920 ; 1589942 ; 763880 ; 793 
1591988 ; 764800 ; 1591832 ; 764760 ; 794 
1594018 ; 765680 ; 1593864 ; 765640 ; 795 
1596004 ; 766640 ; 1595854 ; 766600 ; 796 
1597986 ; 767520 ; 1597838 ; 767480 ; 797 
1600114 ; 768560 ; 1599966 ; 768520 ; 798 
1602094 ; 769440 ; 1601940 ; 769400 ; 799 
1604000 ; 770400 ; 1603856 ; 770360 ; 800 
1606076 ; 771360 ; 1605934 ; 771320 ; 801 
1608060 ; 772400 ; 1607922 ; 772360 ; 802 
1610106 ; 773360 ; 1609966 ; 773320 ; 803 
1612112 ; 774400 ; 1611974 ; 774360 ; 804 
1614116 ; 775360 ; 1613980 ; 775320 ; 805 
1616280 ; 776400 ; 1615968 ; 776360 ; 806 
1618108 ; 777360 ; 1617964 ; 777320 ; 807 
1620132 ; 778320 ; 1619820 ; 778280 ; 808 
1622050 ; 779280 ; 1621902 ; 779240 ; 809 
1624160 ; 780240 ; 1623842 ; 780200 ; 810 
1626086 ; 781200 ; 1625936 ; 781160 ; 811 
1628176 ; 782160 ; 1627864 ; 782120 ; 812 
1630066 ; 783120 ; 1629926 ; 783080 ; 813 
1632100 ; 784080 ; 1631782 ; 784040 ; 814 
1634104 ; 785120 ; 1633962 ; 785080 ; 815 
1636088 ; 786080 ; 1635952 ; 786040 ; 816 
1638186 ; 787200 ; 1638050 ; 787160 ; 817 
1640150 ; 788160 ; 1640018 ; 788120 ; 818 
1642252 ; 789200 ; 1641954 ; 789160 ; 819 
1644136 ; 790240 ; 1644010 ; 790200 ; 820 
1646114 ; 791200 ; 1645984 ; 791160 ; 821 
1648092 ; 792240 ; 1647952 ; 792200 ; 822 
1650148 ; 793200 ; 1650000 ; 793160 ; 823 
1652140 ; 794080 ; 1651960 ; 794040 ; 824 
1654396 ; 794960 ; 1654056 ; 794920 ; 825 
1656208 ; 795680 ; 1656022 ; 795640 ; 826 
1658170 ; 796480 ; 1657994 ; 796440 ; 827 
1660126 ; 797280 ; 1659952 ; 797240 ; 828 
1662388 ; 798160 ; 1662038 ; 798120 ; 829 
1664182 ; 798880 ; 1664010 ; 798840 ; 830 
1666264 ; 799760 ; 1666086 ; 799720 ; 831 
1668154 ; 800560 ; 1667988 ; 800520 ; 832 
1670148 ; 801360 ; 1669814 ; 801320 ; 833 
1672298 ; 802320 ; 1672136 ; 802280 ; 834 
1674250 ; 803200 ; 1674086 ; 803160 ; 835 
1676162 ; 804000 ; 1676014 ; 803960 ; 836 
1678214 ; 804960 ; 1678062 ; 804920 ; 837 
1680262 ; 805840 ; 1679936 ; 805800 ; 838 
1682280 ; 806800 ; 1682130 ; 806760 ; 839 
1684460 ; 807760 ; 1684140 ; 807720 ; 840 
1686322 ; 808640 ; 1686168 ; 808600 ; 841 
1688330 ; 809600 ; 1688180 ; 809560 ; 842 
1690328 ; 810480 ; 1690170 ; 810440 ; 843 
1692312 ; 811440 ; 1692164 ; 811400 ; 844 
1694288 ; 812320 ; 1694132 ; 812280 ; 845 
1696258 ; 813280 ; 1696108 ; 813240 ; 846 
1698224 ; 814160 ; 1697908 ; 814120 ; 847 
1700312 ; 815200 ; 1700160 ; 815160 ; 848 
1702264 ; 816080 ; 1701944 ; 816040 ; 849 
1704314 ; 817120 ; 1704168 ; 817080 ; 850 
1706268 ; 818000 ; 1705950 ; 817960 ; 851 
1708318 ; 819040 ; 1708178 ; 819000 ; 852 
1710262 ; 819920 ; 1709946 ; 819880 ; 853 
1712286 ; 820960 ; 1712144 ; 820920 ; 854 
1714364 ; 821920 ; 1714218 ; 821880 ; 855 
1716372 ; 822960 ; 1716234 ; 822920 ; 856 
1718376 ; 823920 ; 1718236 ; 823880 ; 857 
1720324 ; 824960 ; 1720184 ; 824920 ; 858 
1722308 ; 825920 ; 1722160 ; 825880 ; 859 
1724488 ; 826960 ; 1724174 ; 826920 ; 860 
1726286 ; 827760 ; 1726118 ; 827720 ; 861 
1728304 ; 828640 ; 1728138 ; 828600 ; 862 
1730472 ; 829520 ; 1730148 ; 829480 ; 863 
1732304 ; 830320 ; 1732132 ; 830280 ; 864 
1734454 ; 831280 ; 1734292 ; 831240 ; 865 
1736416 ; 832080 ; 1736088 ; 832040 ; 866 
1738366 ; 832960 ; 1738206 ; 832920 ; 867 
1740450 ; 833920 ; 1740294 ; 833880 ; 868 
1742346 ; 834720 ; 1742188 ; 834680 ; 869 
1744390 ; 835680 ; 1744236 ; 835640 ; 870 
1746394 ; 836560 ; 1746074 ; 836520 ; 871 
1748406 ; 837520 ; 1748256 ; 837480 ; 872 
1750542 ; 838480 ; 1750220 ; 838440 ; 873 
1752368 ; 839360 ; 1752220 ; 839320 ; 874 
1754652 ; 840400 ; 1754338 ; 840360 ; 875 
1756444 ; 841280 ; 1756296 ; 841240 ; 876 
1758646 ; 842320 ; 1758328 ; 842280 ; 877 
1760412 ; 843200 ; 1760264 ; 843160 ; 878 
1762634 ; 844240 ; 1762316 ; 844200 ; 879 
1764380 ; 845120 ; 1764236 ; 845080 ; 880 
1766610 ; 846160 ; 1766290 ; 846120 ; 881 
1768428 ; 847040 ; 1768278 ; 847000 ; 882 
1770412 ; 848000 ; 1770262 ; 847960 ; 883 
1772536 ; 848960 ; 1772386 ; 848920 ; 884 
1774462 ; 849920 ; 1774316 ; 849880 ; 885 
1776520 ; 850880 ; 1776384 ; 850840 ; 886 
1778700 ; 851920 ; 1778384 ; 851880 ; 887 
1780442 ; 852800 ; 1780298 ; 852760 ; 888 
1782608 ; 853840 ; 1782304 ; 853800 ; 889 
1784440 ; 854800 ; 1784300 ; 854760 ; 890 
1786552 ; 855840 ; 1786412 ; 855800 ; 891 
1788474 ; 856880 ; 1788340 ; 856840 ; 892 
1790452 ; 857840 ; 1790310 ; 857800 ; 893 
1792708 ; 858960 ; 1792400 ; 858920 ; 894 
1794512 ; 859920 ; 1794378 ; 859880 ; 895 
1796548 ; 860880 ; 1796230 ; 860840 ; 896 
1798590 ; 861760 ; 1798410 ; 861720 ; 897 
1800510 ; 862560 ; 1800340 ; 862520 ; 898 
1802738 ; 863440 ; 1802406 ; 863400 ; 899 
1804580 ; 864240 ; 1804416 ; 864200 ; 900 
1806538 ; 865120 ; 1806384 ; 865080 ; 901 
1808658 ; 866000 ; 1808324 ; 865960 ; 902 
1810544 ; 866880 ; 1810390 ; 866840 ; 903 
1812556 ; 867840 ; 1812400 ; 867800 ; 904 
1814554 ; 868720 ; 1814412 ; 868680 ; 905 
1816646 ; 869760 ; 1816496 ; 869720 ; 906 
1818596 ; 870640 ; 1818452 ; 870600 ; 907 
1820626 ; 871680 ; 1820480 ; 871640 ; 908 
1822536 ; 872560 ; 1822394 ; 872520 ; 909 
1824552 ; 873600 ; 1824410 ; 873560 ; 910 
1826602 ; 874560 ; 1826462 ; 874520 ; 911 
1828788 ; 875600 ; 1828478 ; 875560 ; 912 
1830660 ; 876560 ; 1830524 ; 876520 ; 913 
1832696 ; 877520 ; 1832390 ; 877480 ; 914 
1834596 ; 878480 ; 1834446 ; 878440 ; 915 
1836716 ; 879440 ; 1836398 ; 879400 ; 916 
1838680 ; 880400 ; 1838532 ; 880360 ; 917 
1840790 ; 881360 ; 1840478 ; 881320 ; 918 
1842582 ; 882240 ; 1842432 ; 882200 ; 919 
1844826 ; 883280 ; 1844520 ; 883240 ; 920 
1846608 ; 884160 ; 1846462 ; 884120 ; 921 
1848810 ; 885200 ; 1848494 ; 885160 ; 922 
1850694 ; 886160 ; 1850556 ; 886120 ; 923 
1852730 ; 887120 ; 1852424 ; 887080 ; 924 
1854718 ; 888160 ; 1854572 ; 888120 ; 925 
1856678 ; 889120 ; 1856552 ; 889080 ; 926 
1858676 ; 890160 ; 1858538 ; 890120 ; 927 
1860644 ; 891120 ; 1860510 ; 891080 ; 928 
1862888 ; 892240 ; 1862586 ; 892200 ; 929 
1864710 ; 893200 ; 1864570 ; 893160 ; 930 
1866764 ; 894160 ; 1866432 ; 894120 ; 931 
1868798 ; 895040 ; 1868630 ; 895000 ; 932 
1870666 ; 895840 ; 1870498 ; 895800 ; 933 
1872840 ; 896720 ; 1872520 ; 896680 ; 934 
1874798 ; 897600 ; 1874636 ; 897560 ; 935 
1876748 ; 898480 ; 1876588 ; 898440 ; 936 
1878818 ; 899360 ; 1878660 ; 899320 ; 937 
1880722 ; 900240 ; 1880566 ; 900200 ; 938 
1882904 ; 901200 ; 1882584 ; 901160 ; 939 
1884774 ; 902080 ; 1884620 ; 902040 ; 940 
1886788 ; 903040 ; 1886630 ; 903000 ; 941 
1888786 ; 903920 ; 1888632 ; 903880 ; 942 
1890736 ; 904880 ; 1890588 ; 904840 ; 943 
1892714 ; 905760 ; 1892562 ; 905720 ; 944 
1894820 ; 906800 ; 1894674 ; 906760 ; 945 
1896744 ; 907680 ; 1896590 ; 907640 ; 946 
1898780 ; 908720 ; 1898638 ; 908680 ; 947 
1900828 ; 909680 ; 1900688 ; 909640 ; 948 
1902842 ; 910720 ; 1902704 ; 910680 ; 949 
1904764 ; 911600 ; 1904624 ; 911560 ; 950 
1906848 ; 912640 ; 1906694 ; 912600 ; 951 
1908834 ; 913520 ; 1908686 ; 913480 ; 952 
1910794 ; 914480 ; 1910646 ; 914440 ; 953 
1912758 ; 915360 ; 1912614 ; 915320 ; 954 
1914822 ; 916400 ; 1914678 ; 916360 ; 955 
1916858 ; 917360 ; 1916714 ; 917320 ; 956 
1918878 ; 918400 ; 1918734 ; 918360 ; 957 
1920780 ; 919280 ; 1920636 ; 919240 ; 958 
1923060 ; 920400 ; 1922750 ; 920360 ; 959 
1924876 ; 921360 ; 1924744 ; 921320 ; 960 
1926842 ; 922320 ; 1926534 ; 922280 ; 961 
1928790 ; 923360 ; 1928650 ; 923320 ; 962 
1930918 ; 924400 ; 1930784 ; 924360 ; 963 
1932836 ; 925440 ; 1932700 ; 925400 ; 964 
1934904 ; 926480 ; 1934770 ; 926440 ; 965 
1937052 ; 927440 ; 1936706 ; 927400 ; 966 
1938900 ; 928240 ; 1938754 ; 928200 ; 967 
1940978 ; 929120 ; 1940794 ; 929080 ; 968 
1942940 ; 929840 ; 1942706 ; 929800 ; 969 
1945168 ; 930640 ; 1944812 ; 930600 ; 970 
1947020 ; 931360 ; 1946834 ; 931320 ; 971 
1948840 ; 932080 ; 1948664 ; 932040 ; 972 
1950974 ; 932960 ; 1950796 ; 932920 ; 973 
1952864 ; 933760 ; 1952698 ; 933720 ; 974 
1954934 ; 934560 ; 1954762 ; 934520 ; 975 
1956952 ; 935440 ; 1956782 ; 935400 ; 976 
1958950 ; 936320 ; 1958786 ; 936280 ; 977 
1960914 ; 937120 ; 1960744 ; 937080 ; 978 
1963034 ; 938080 ; 1962870 ; 938040 ; 979 
1965104 ; 938960 ; 1964780 ; 938920 ; 980 
1966970 ; 939840 ; 1966820 ; 939800 ; 981 
1968972 ; 940800 ; 1968822 ; 940760 ; 982 
1970980 ; 941680 ; 1970830 ; 941640 ; 983 
1972954 ; 942640 ; 1972802 ; 942600 ; 984 
1974952 ; 943520 ; 1974804 ; 943480 ; 985 
1976910 ; 944480 ; 1976764 ; 944440 ; 986 
1979042 ; 945440 ; 1978890 ; 945400 ; 987 
1981012 ; 946400 ; 1980862 ; 946360 ; 988 
1982998 ; 947280 ; 1982676 ; 947240 ; 989 
1984958 ; 948240 ; 1984814 ; 948200 ; 990 
1987064 ; 949200 ; 1986744 ; 949160 ; 991 
1989006 ; 950160 ; 1988858 ; 950120 ; 992 
1991118 ; 951120 ; 1990804 ; 951080 ; 993 
1993060 ; 952080 ; 1992918 ; 952040 ; 994 
1995140 ; 953040 ; 1994830 ; 953000 ; 995 
1997012 ; 954000 ; 1996872 ; 953960 ; 996 
1999066 ; 954960 ; 1998762 ; 954920 ; 997 
2001064 ; 956000 ; 2000922 ; 955960 ; 998 
2003088 ; 956960 ; 2002948 ; 956920 ; 999 
2005040 ; 958000 ; 2004904 ; 957960 ; 1000 
2007020 ; 958960 ; 2006886 ; 958920 ; 1001 
2008894 ; 959920 ; 2008750 ; 959880 ; 1001 
2009122 ; 960000 ; 0 ; 959960 ; 1001 
